,dt,dataset,data_directory,clean_file,lat,lon,rad,N,sample_freq,burn_unit,geometry,max_FRP_index,max_FRP_datetime,max_FRP,mean_FRP,var_FRP,MW_FRE,LW_FRE,processed_file,fire_duration,pstart_ind,pend_ind,fire_start,fire_end,over_1000FRP_duration
0,2023-03-19 13:54:46+00:00,DATALOG_3_2023-03-19T13:54:46+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:54:46+00:00.csv,30.547115,-86.75241,3,1,1.0,unknown,POINT (523747.44403242593 3379438.7356774216),0,2023-03-19 13:54:46+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:54:46+00:00,0.0,0,0,2023-03-19 13:54:46+00:00,2023-03-19 13:54:46+00:00,0.0
1,2023-03-19 13:55:24+00:00,DATALOG_3_2023-03-19T13:55:24+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:55:24+00:00.csv,30.547232,-86.752437,3,2,1.0,unknown,POINT (523744.8258627848 3379451.695681315),0,2023-03-19 13:55:24+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:55:24+00:00,0.0,0,0,2023-03-19 13:55:24+00:00,2023-03-19 13:55:24+00:00,0.0
2,2023-03-19 13:55:38+00:00,DATALOG_3_2023-03-19T13:55:38+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:55:38+00:00.csv,30.547207,-86.752435,3,2,1.0,unknown,POINT (523745.023776 3379448.9256557073),0,2023-03-19 13:55:38+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:55:38+00:00,0.0,0,0,2023-03-19 13:55:38+00:00,2023-03-19 13:55:38+00:00,0.0
3,2023-03-19 13:55:50+00:00,DATALOG_3_2023-03-19T13:55:50+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:55:50+00:00.csv,30.547193,-86.752437,3,4,1.0,unknown,POINT (523744.83535387495 3379447.3737841942),0,2023-03-19 13:55:50+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:55:50+00:00,0.0,0,0,2023-03-19 13:55:50+00:00,2023-03-19 13:55:50+00:00,0.0
4,2023-03-19 13:58:58+00:00,DATALOG_3_2023-03-19T13:58:58+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:58:58+00:00.csv,30.547068,-86.75242,3,4,1.0,unknown,POINT (523746.49632433424 3379433.525130883),0,2023-03-19 13:58:58+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:58:58+00:00,0.0,0,0,2023-03-19 13:58:58+00:00,2023-03-19 13:58:58+00:00,0.0
5,2023-03-19 13:59:22+00:00,DATALOG_3_2023-03-19T13:59:22+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:59:22+00:00.csv,30.54707,-86.752423,3,4,1.0,unknown,POINT (523746.20809340285 3379433.7461346914),0,2023-03-19 13:59:22+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:59:22+00:00,0.0,0,0,2023-03-19 13:59:22+00:00,2023-03-19 13:59:22+00:00,0.0
6,2023-03-19 13:59:38+00:00,DATALOG_3_2023-03-19T13:59:38+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T13:59:38+00:00.csv,30.547068,-86.752423,3,11,1.0,unknown,POINT (523746.2085801509 3379433.5244989465),0,2023-03-19 13:59:38+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_3_2023-03-19T13:59:38+00:00,0.0,0,0,2023-03-19 13:59:38+00:00,2023-03-19 13:59:38+00:00,0.0
7,2023-03-19 14:01:10+00:00,DATALOG_3_2023-03-19T14:01:10+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_3_2023-03-19T14:01:10+00:00.csv,30.547052,-86.75248,3,19385,1.0,unknown,POINT (523740.7453337574 3379431.7394076507),9090,2023-03-19 16:32:40+00:00,19701.425943810056,6869.45184938926,32465354.196651984,1881615.1325195003,1858281.4369261279,Processed/DATALOG_3_2023-03-19T14:01:10+00:00,2.966666666666667,9040,9218,2023-03-19 16:31:50+00:00,2023-03-19 16:34:48+00:00,4.483333333333333
8,2023-03-19 13:42:43+00:00,DATALOG_13_2023-03-19T13:42:43+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_13_2023-03-19T13:42:43+00:00.csv,30.554388,-86.743385,13,60,1.0,unknown,POINT (524611.2393005897 3380246.650608834),0,2023-03-19 13:42:43+00:00,0.0,0.0,0.0,0.0,0.0,Processed/DATALOG_13_2023-03-19T13:42:43+00:00,0.0,0,0,2023-03-19 13:42:43+00:00,2023-03-19 13:42:43+00:00,0.0
9,2023-03-19 14:13:14+00:00,DATALOG_14_2023-03-19T14:13:14+00:00,/home/jepaki/Projects/Objects/RadiometerData/Eglin_2023-03/G20_2023-03-19/DB,Clean/DATALOG_14_2023-03-19T14:13:14+00:00.csv,30.553092,-86.742507,14,14059,1.0,unknown,POINT (524695.7742538176 3380103.222498301),5703,2023-03-19 15:48:17+00:00,25036.902463667848,8180.128782780079,58460518.662604555,2239767.48139556,2211386.0574694793,Processed/DATALOG_14_2023-03-19T14:13:14+00:00,3.0,5674,5854,2023-03-19 15:47:48+00:00,2023-03-19 15:50:48+00:00,4.483333333333333
