Lambda[um],T
7.850000000000002,0.0003
7.900000000000002,0.0003
7.950000000000002,0.0007
8.000000000000004,0.0016
8.050000000000002,0.0006
8.100000000000003,0.0013
8.150000000000002,0.001
8.200000000000003,0.0005
8.250000000000002,0.0022
8.300000000000002,0.0
8.350000000000003,0.0009
8.400000000000002,0.0014
8.450000000000003,0.001
8.500000000000002,0.0001
8.550000000000002,0.0019
8.600000000000003,0.0002
8.650000000000002,0.0
8.700000000000003,0.001
8.750000000000002,0.0026
8.800000000000002,0.0005
8.850000000000003,0.0015
8.900000000000002,0.0005
8.950000000000003,0.0011
9.000000000000002,0.0012
9.050000000000002,0.0022
9.100000000000003,0.0024
9.150000000000002,0.0001
9.200000000000003,0.0004
9.250000000000004,0.0021
9.300000000000002,0.0022
9.350000000000003,0.0018
9.400000000000002,0.0035
9.450000000000003,0.0017
9.500000000000004,0.004
9.550000000000002,0.0041
9.600000000000003,0.0046
9.650000000000002,0.0043
9.700000000000003,0.0041
9.750000000000004,0.0038
9.800000000000002,0.0074
9.850000000000003,0.0099
9.900000000000002,0.0124
9.950000000000003,0.0169
10.000000000000004,0.0225
10.050000000000002,0.0308
10.100000000000003,0.0439
10.150000000000002,0.0633
10.200000000000003,0.0987
10.250000000000004,0.1389
10.300000000000002,0.2049
10.350000000000003,0.2853
10.400000000000004,0.3726
10.450000000000003,0.4599
10.500000000000004,0.5136
10.550000000000002,0.5487
10.600000000000003,0.5691
10.650000000000004,0.58
10.700000000000003,0.5932
10.750000000000004,0.6
10.800000000000002,0.6075
10.850000000000003,0.6118
10.900000000000004,0.6191
10.950000000000003,0.6255
11.000000000000004,0.6372
11.050000000000002,0.6638
11.100000000000003,0.6796
11.150000000000004,0.7085
11.200000000000003,0.7279
11.250000000000004,0.7416
11.300000000000002,0.7373
11.350000000000003,0.72
11.400000000000004,0.6701
11.450000000000003,0.6
11.500000000000004,0.5302
11.550000000000004,0.4448
11.600000000000003,0.3737
11.650000000000004,0.2979
11.700000000000003,0.2416
11.750000000000004,0.1886
11.800000000000004,0.1468
11.850000000000003,0.1163
11.900000000000004,0.0884
11.950000000000003,0.0696
12.000000000000004,0.0522
12.050000000000004,0.0441
12.100000000000003,0.0308
12.150000000000004,0.0286
12.200000000000003,0.0252
12.250000000000004,0.0168
12.300000000000004,0.0164
12.350000000000003,0.016
12.400000000000004,0.0129
12.450000000000005,0.0073
12.500000000000004,0.0076
12.550000000000004,0.0079
12.600000000000003,0.0022
12.650000000000004,0.0056
12.700000000000005,0.0046
12.750000000000004,0.0068
12.800000000000004,0.0054
12.850000000000003,0.0064
12.900000000000004,0.0056
12.950000000000005,0.0073
13.000000000000004,0.005
13.050000000000004,0.0048
13.100000000000003,0.0038
13.150000000000004,0.0022
13.200000000000005,0.0022
13.250000000000004,0.0046
13.300000000000004,0.0015
13.350000000000003,0.0033
13.400000000000004,0.0024
13.450000000000005,0.0
13.500000000000004,0.0001
13.550000000000004,0.0
13.600000000000005,0.0
13.650000000000004,0.0046
13.700000000000005,0.0021
13.750000000000004,0.0034
13.800000000000004,0.0021
13.850000000000005,0.004
13.900000000000004,0.005
13.950000000000005,0.0023
14.000000000000004,0.0
14.050000000000004,0.0062
14.100000000000005,0.0026
14.150000000000004,0.0018
14.200000000000005,0.0021
14.250000000000004,0.0008
14.300000000000004,0.0021
14.350000000000005,0.0001
14.400000000000004,0.0
14.450000000000005,0.0065
14.500000000000005,0.0044
14.550000000000004,0.0031
14.600000000000005,0.0056
14.650000000000004,0.0014
14.700000000000005,0.0
14.750000000000005,0.0022
14.800000000000004,0.0074
14.850000000000005,0.0009
14.900000000000004,0.0001
14.950000000000005,0.0095
15.000000000000005,0.007
15.050000000000004,0.0015
15.100000000000005,0.0015
15.150000000000004,0.0029
15.200000000000005,0.0017
15.250000000000005,0.0008
15.300000000000004,0.0097
15.350000000000005,0.0038
15.400000000000004,0.0007
15.450000000000005,0.0029
15.500000000000005,0.0
15.550000000000004,0.0021
15.600000000000005,0.0015
15.650000000000006,0.004
15.700000000000005,0.0118
15.750000000000005,0.0042
15.800000000000004,0.0034
15.850000000000005,0.0003
15.900000000000006,0.001
15.950000000000005,0.0069
16.000000000000007,0.0059
16.050000000000004,0.0026
16.10000000000001,0.0043
16.150000000000006,0.0
16.200000000000006,0.0056
16.250000000000007,0.0
16.300000000000008,0.0
16.35000000000001,0.0
16.400000000000006,0.0035
16.450000000000006,0.0
16.500000000000007,0.0
16.550000000000008,0.0031
16.60000000000001,0.0065
16.650000000000006,0.0237
16.700000000000006,0.0113
16.750000000000007,0.0032
16.800000000000008,0.0058
16.85000000000001,0.0155
16.900000000000006,0.0111
16.950000000000006,0.0021
17.000000000000007,0.007
17.050000000000008,0.0045
17.10000000000001,0.0066
17.150000000000006,0.0041
17.200000000000006,0.0111
17.250000000000007,0.0035
17.300000000000008,0.0043
17.35000000000001,0.006
17.400000000000006,0.0089
17.450000000000006,0.0061
17.500000000000007,0.0042
17.550000000000008,0.0068
17.60000000000001,0.0052
17.650000000000006,0.0031
17.700000000000006,0.0
17.750000000000007,0.002
17.800000000000008,0.004
17.85000000000001,0.0038
17.900000000000006,0.0045
17.950000000000006,0.0
18.000000000000007,0.0
18.050000000000008,0.0006
18.10000000000001,0.0101
18.150000000000006,0.006
18.200000000000006,0.0035
18.250000000000007,0.0006
18.300000000000008,0.0015
18.35000000000001,0.006
18.40000000000001,0.0111
18.450000000000006,0.0103
18.500000000000007,0.0059
18.550000000000008,0.0
18.60000000000001,0.0018
18.65000000000001,0.0076
18.700000000000006,0.0086
18.750000000000007,0.0002
18.800000000000008,0.0
18.85000000000001,0.0019
18.90000000000001,0.0057
18.950000000000006,0.013
19.000000000000007,0.0067
19.050000000000008,0.0084
19.10000000000001,0.0104
19.15000000000001,0.0043
19.200000000000006,0.0
19.250000000000007,0.0054
19.300000000000008,0.0108
19.35000000000001,0.0147
19.40000000000001,0.0125
19.450000000000006,0.0121
19.500000000000007,0.0125
19.550000000000008,0.0128
19.60000000000001,0.0133
19.65000000000001,0.0143
19.700000000000006,0.0125
19.750000000000007,0.0099
19.800000000000008,0.0121
19.85000000000001,0.0151
19.90000000000001,0.0138
19.950000000000006,0.0132
