Lambda[um],T_percent,T
1.5527950310559,68.09,0.6809
1.55291559903719,68.17,0.6817
1.55303618574313,68.19,0.6819
1.55315679117807,68.13,0.6813
1.55327741534638,68.02,0.6802
1.55339805825243,67.9,0.679
1.55351871990057,67.8,0.678
1.55363940029519,67.76,0.6776
1.55376009944065,67.76,0.6776
1.55388081734131,67.78,0.6778
1.55400155400155,67.79,0.6779
1.55412230942575,67.75,0.6775
1.55424308361828,67.66,0.6766
1.55436387658351,67.55,0.6755
1.55448468832582,67.46,0.6746
1.55460551884959,67.43,0.6743
1.5547263681592,67.48,0.6748
1.55484723625904,67.59,0.6759
1.55496812315348,67.71,0.6771
1.5550890288469,67.8,0.678
1.5552099533437,67.83,0.6783
1.55533089664826,67.81,0.6781
1.55545185876497,67.75,0.6775
1.55557283969822,67.72,0.6772
1.5556938394524,67.74,0.6774
1.55581485803189,67.81,0.6781
1.55593589544111,67.91,0.6791
1.55605695168443,68,0.68
1.55617802676626,68.04,0.6804
1.556299120691,68.03,0.6803
1.55642023346304,67.97,0.6797
1.55654136508678,67.9,0.679
1.55666251556663,67.83,0.6783
1.55678368490698,67.79,0.6779
1.55690487311225,67.76,0.6776
1.55702608018684,67.73,0.6773
1.55714730613516,67.7,0.677
1.55726855096161,67.65,0.6765
1.55738981467061,67.61,0.6761
1.55751109726657,67.58,0.6758
1.55763239875389,67.57,0.6757
1.557753719137,67.58,0.6758
1.55787505842031,67.59,0.6759
1.55799641660824,67.6,0.676
1.5581177937052,67.61,0.6761
1.55823918971562,67.64,0.6764
1.55836060464391,67.7,0.677
1.55848203849451,67.8,0.678
1.55860349127182,67.93,0.6793
1.55872496298028,68.05,0.6805
1.55884645362432,68.14,0.6814
1.55896796320836,68.18,0.6818
1.55908949173683,68.17,0.6817
1.55921103921416,68.12,0.6812
1.55933260564478,68.07,0.6807
1.55945419103314,68.03,0.6803
1.55957579538366,68.02,0.6802
1.55969741870077,68.01,0.6801
1.55981906098893,68,0.68
1.55994072225255,67.95,0.6795
1.5600624024961,67.87,0.6787
1.560184101724,67.77,0.6777
1.56030581994071,67.67,0.6767
1.56042755715066,67.57,0.6757
1.5605493133583,67.5,0.675
1.56067108856808,67.45,0.6745
1.56079288278445,67.44,0.6744
1.56091469601186,67.45,0.6745
1.56103652825476,67.49,0.6749
1.5611583795176,67.54,0.6754
1.56128024980484,67.58,0.6758
1.56140213912093,67.59,0.6759
1.56152404747033,67.57,0.6757
1.5616459748575,67.51,0.6751
1.5617679212869,67.44,0.6744
1.56188988676298,67.38,0.6738
1.56201187129022,67.36,0.6736
1.56213387487308,67.39,0.6739
1.56225589751601,67.45,0.6745
1.5623779392235,67.52,0.6752
1.5625,67.56,0.6756
1.56262207984999,67.58,0.6758
1.56274417877793,67.57,0.6757
1.56286629678831,67.56,0.6756
1.56298843388559,67.56,0.6756
1.56311059007425,67.6,0.676
1.56323276535876,67.65,0.6765
1.56335495974361,67.71,0.6771
1.56347717323327,67.75,0.6775
1.56359940583223,67.76,0.6776
1.56372165754496,67.74,0.6774
1.56384392837595,67.72,0.6772
1.56396621832968,67.71,0.6771
1.56408852741065,67.7,0.677
1.56421085562334,67.7,0.677
1.56433320297223,67.69,0.6769
1.56445556946183,67.66,0.6766
1.56457795509661,67.62,0.6762
1.56470035988108,67.58,0.6758
1.56482278381973,67.57,0.6757
1.56494522691706,67.6,0.676
1.56506768917756,67.67,0.6767
1.56519017060573,67.77,0.6777
1.56531267120607,67.86,0.6786
1.56543519098309,67.92,0.6792
1.56555772994129,67.94,0.6794
1.56568028808517,67.93,0.6793
1.56580286541924,67.9,0.679
1.56592546194801,67.88,0.6788
1.56604807767598,67.87,0.6787
1.56617071260767,67.89,0.6789
1.56629336674759,67.93,0.6793
1.56641604010025,67.98,0.6798
1.56653873267017,68.02,0.6802
1.56666144446185,68.02,0.6802
1.56678417547983,67.98,0.6798
1.56690692572861,67.9,0.679
1.56702969521272,67.79,0.6779
1.56715248393669,67.67,0.6767
1.56727529190502,67.59,0.6759
1.56739811912226,67.56,0.6756
1.56752096559291,67.58,0.6758
1.56764383132152,67.65,0.6765
1.56776671631261,67.73,0.6773
1.56788962057071,67.78,0.6778
1.56801254410035,67.78,0.6778
1.56813548690607,67.74,0.6774
1.56825844899239,67.67,0.6767
1.56838143036386,67.62,0.6762
1.56850443102502,67.61,0.6761
1.56862745098039,67.66,0.6766
1.56875049023453,67.75,0.6775
1.56887354879197,67.85,0.6785
1.56899662665725,67.92,0.6792
1.56911972383493,67.93,0.6793
1.56924284032954,67.89,0.6789
1.56936597614564,67.84,0.6784
1.56948913128777,67.79,0.6779
1.56961230576048,67.79,0.6779
1.56973549956832,67.82,0.6782
1.56985871271586,67.88,0.6788
1.56998194520763,67.93,0.6793
1.5701051970482,67.94,0.6794
1.57022846824213,67.91,0.6791
1.57035175879397,67.85,0.6785
1.57047506870828,67.8,0.678
1.57059839798963,67.77,0.6777
1.57072174664258,67.77,0.6777
1.57084511467169,67.8,0.678
1.57096850208153,67.83,0.6783
1.57109190887667,67.83,0.6783
1.57121533506167,67.78,0.6778
1.57133878064111,67.7,0.677
1.57146224561955,67.61,0.6761
1.57158573000157,67.55,0.6755
1.57170923379175,67.54,0.6754
1.57183275699466,67.57,0.6757
1.57195629961487,67.62,0.6762
1.57207986165697,67.67,0.6767
1.57220344312554,67.7,0.677
1.57232704402516,67.7,0.677
1.57245066436041,67.68,0.6768
1.57257430413587,67.66,0.6766
1.57269796335614,67.65,0.6765
1.57282164202579,67.67,0.6767
1.57294534014943,67.7,0.677
1.57306905773163,67.74,0.6774
1.573192794777,67.78,0.6778
1.57331655129012,67.81,0.6781
1.57344032727559,67.84,0.6784
1.573564122738,67.88,0.6788
1.57368793768196,67.92,0.6792
1.57381177211206,67.97,0.6797
1.5739356260329,67.99,0.6799
1.57405949944908,67.98,0.6798
1.57418339236521,67.93,0.6793
1.57430730478589,67.86,0.6786
1.57443123671574,67.76,0.6776
1.57455518815935,67.68,0.6768
1.57467915912133,67.62,0.6762
1.5748031496063,67.58,0.6758
1.57492715961887,67.58,0.6758
1.57505118916365,67.58,0.6758
1.57517523824525,67.59,0.6759
1.57529930686831,67.6,0.676
1.57542339503742,67.62,0.6762
1.57554750275721,67.65,0.6765
1.5756716300323,67.71,0.6771
1.57579577686732,67.8,0.678
1.57591994326688,67.89,0.6789
1.57604412923562,67.99,0.6799
1.57616833477815,68.06,0.6806
1.57629255989912,68.09,0.6809
1.57641680460314,68.1,0.681
1.57654106889484,68.08,0.6808
1.57666535277887,68.05,0.6805
1.57678965625986,68.02,0.6802
1.57691397934243,68,0.68
1.57703832203123,67.97,0.6797
1.57716268433089,67.94,0.6794
1.57728706624606,67.9,0.679
1.57741146778137,67.85,0.6785
1.57753588894147,67.79,0.6779
1.57766032973101,67.74,0.6774
1.57778479015462,67.72,0.6772
1.57790927021696,67.74,0.6774
1.57803376992268,67.8,0.678
1.57815828927641,67.88,0.6788
1.57828282828283,67.98,0.6798
1.57840738694657,68.08,0.6808
1.5785319652723,68.14,0.6814
1.57865656326466,68.18,0.6818
1.57878118092832,68.19,0.6819
1.57890581826794,68.18,0.6818
1.57903047528817,68.17,0.6817
1.57915515199368,68.17,0.6817
1.57927984838913,68.17,0.6817
1.57940456447919,68.16,0.6816
1.57952930026852,68.14,0.6814
1.57965405576179,68.1,0.681
1.57977883096367,68.04,0.6804
1.57990362587882,67.97,0.6797
1.58002844051193,67.9,0.679
1.58015327486766,67.84,0.6784
1.5802781289507,67.8,0.678
1.58040300276571,67.79,0.6779
1.58052789631737,67.8,0.678
1.58065280961037,67.83,0.6783
1.58077774264938,67.87,0.6787
1.5809026954391,67.89,0.6789
1.58102766798419,67.9,0.679
1.58115266028935,67.87,0.6787
1.58127767235927,67.83,0.6783
1.58140270419862,67.79,0.6779
1.58152775581211,67.76,0.6776
1.58165282720443,67.76,0.6776
1.58177791838026,67.8,0.678
1.5819030293443,67.84,0.6784
1.58202816010125,67.87,0.6787
1.5821533106558,67.87,0.6787
1.58227848101266,67.84,0.6784
1.58240367117652,67.79,0.6779
1.58252888115208,67.75,0.6775
1.58265411094405,67.74,0.6774
1.58277936055714,67.78,0.6778
1.58290462999604,67.86,0.6786
1.58302991926547,67.96,0.6796
1.58315522837014,68.05,0.6805
1.58328055731476,68.11,0.6811
1.58340590610403,68.14,0.6814
1.58353127474268,68.13,0.6813
1.58365666323541,68.11,0.6811
1.58378207158695,68.09,0.6809
1.58390749980201,68.06,0.6806
1.58403294788532,68.04,0.6804
1.58415841584158,68.01,0.6801
1.58428390367554,68,0.68
1.5844094113919,67.98,0.6798
1.5845349389954,67.98,0.6798
1.58466048649077,67.98,0.6798
1.58478605388273,67.98,0.6798
1.584911641176,67.96,0.6796
1.58503724837534,67.93,0.6793
1.58516287548546,67.89,0.6789
1.5852885225111,67.86,0.6786
1.585414189457,67.86,0.6786
1.58553987632789,67.88,0.6788
1.58566558312852,67.92,0.6792
1.58579130986362,67.98,0.6798
1.58591705653794,68.02,0.6802
1.58604282315623,68.04,0.6804
1.58616860972321,68.03,0.6803
1.58629441624365,67.98,0.6798
1.5864202427223,67.92,0.6792
1.58654608916389,67.86,0.6786
1.58667195557319,67.82,0.6782
1.58679784195494,67.82,0.6782
1.58692374831389,67.86,0.6786
1.58704967465482,67.93,0.6793
1.58717562098246,68.01,0.6801
1.58730158730159,68.07,0.6807
1.58742757361695,68.09,0.6809
1.58755357993332,68.05,0.6805
1.58767960625546,67.98,0.6798
1.58780565258812,67.92,0.6792
1.58793171893609,67.91,0.6791
1.58805780530411,67.96,0.6796
1.58818391169697,68.06,0.6806
1.58831003811944,68.17,0.6817
1.58843618457628,68.21,0.6821
1.58856235107228,68.17,0.6817
1.5886885376122,68.04,0.6804
1.58881474420083,67.87,0.6787
1.58894097084293,67.71,0.6771
1.5890672175433,67.62,0.6762
1.58919348430671,67.62,0.6762
1.58931977113795,67.69,0.6769
1.5894460780418,67.79,0.6779
1.58957240502305,67.88,0.6788
1.58969875208648,67.93,0.6793
1.58982511923688,67.94,0.6794
1.58995150647905,67.95,0.6795
1.59007791381778,67.97,0.6797
1.59020434125785,68,0.68
1.59033078880407,68.04,0.6804
1.59045725646123,68.06,0.6806
1.59058374423413,68.04,0.6804
1.59071025212757,67.98,0.6798
1.59083678014636,67.89,0.6789
1.59096332829528,67.81,0.6781
1.59108989657916,67.76,0.6776
1.59121648500278,67.75,0.6775
1.59134309357097,67.75,0.6775
1.59146972228853,67.75,0.6775
1.59159637116027,67.74,0.6774
1.59172304019101,67.71,0.6771
1.59184972938555,67.68,0.6768
1.59197643874871,67.66,0.6766
1.5921031682853,67.68,0.6768
1.59222991800016,67.74,0.6774
1.59235668789809,67.81,0.6781
1.59248347798392,67.89,0.6789
1.59261028826246,67.96,0.6796
1.59273711873855,68.01,0.6801
1.59286396941701,68.05,0.6805
1.59299084030267,68.07,0.6807
1.59311773140035,68.09,0.6809
1.59324464271489,68.1,0.681
1.59337157425112,68.1,0.681
1.59349852601386,68.1,0.681
1.59362549800797,68.1,0.681
1.59375249023827,68.1,0.681
1.5938795027096,68.09,0.6809
1.5940065354268,68.06,0.6806
1.59413358839471,68.02,0.6802
1.59426066161817,67.98,0.6798
1.59438775510204,67.93,0.6793
1.59451486885115,67.89,0.6789
1.59464200287036,67.86,0.6786
1.5947691571645,67.83,0.6783
1.59489633173844,67.8,0.678
1.59502352659702,67.77,0.6777
1.5951507417451,67.72,0.6772
1.59527797718753,67.68,0.6768
1.59540523292916,67.66,0.6766
1.59553250897487,67.67,0.6767
1.5956598053295,67.72,0.6772
1.59578712199793,67.79,0.6779
1.595914458985,67.85,0.6785
1.59604181629559,67.88,0.6788
1.59616919393456,67.87,0.6787
1.59629659190678,67.85,0.6785
1.59642401021711,67.82,0.6782
1.59655144887044,67.82,0.6782
1.59667890787163,67.84,0.6784
1.59680638722555,67.86,0.6786
1.59693388693708,67.88,0.6788
1.5970614070111,67.87,0.6787
1.59718894745248,67.85,0.6785
1.59731650826611,67.85,0.6785
1.59744408945687,67.87,0.6787
1.59757169102964,67.92,0.6792
1.5976993129893,67.98,0.6798
1.59782695534074,68.01,0.6801
1.59795461808885,67.98,0.6798
1.59808230123851,67.91,0.6791
1.59821000479463,67.82,0.6782
1.59833772876209,67.77,0.6777
1.59846547314578,67.78,0.6778
1.5985932379506,67.85,0.6785
1.59872102318145,67.93,0.6793
1.59884882884323,67.97,0.6797
