Lambda[um],T_percent,T
0.650999283900788,81.2,0.812
0.651041666666667,81.34,0.8134
0.651084054951494,81.49,0.8149
0.651126448756348,81.6,0.816
0.651168848082308,81.65,0.8165
0.651211252930451,81.63,0.8163
0.651253663301856,81.6,0.816
0.651296079197603,81.61,0.8161
0.651338500618772,81.69,0.8169
0.651380927566441,81.82,0.8182
0.651423360041691,81.98,0.8198
0.651465798045603,82.1,0.821
0.651508241579256,82.12,0.8212
0.651550690643732,82.03,0.8203
0.651593145240112,81.87,0.8187
0.651635605369477,81.69,0.8169
0.65167807103291,81.58,0.8158
0.651720542231491,81.57,0.8157
0.651763018966304,81.68,0.8168
0.65180550123843,81.87,0.8187
0.651847989048954,82.07,0.8207
0.651890482398957,82.2,0.822
0.651932981289523,82.22,0.8222
0.651975485721737,82.14,0.8214
0.652017995696681,82,0.82
0.652060511215441,81.88,0.8188
0.6521030322791,81.84,0.8184
0.652145558888744,81.92,0.8192
0.652188091045457,82.13,0.8213
0.652230628750326,82.41,0.8241
0.652273172004435,82.71,0.8271
0.652315720808871,82.97,0.8297
0.65235827516472,83.16,0.8316
0.652400835073069,83.27,0.8327
0.652443400535004,83.33,0.8333
0.652485971551612,83.39,0.8339
0.65252854812398,83.46,0.8346
0.652571130253198,83.54,0.8354
0.652613717940351,83.62,0.8362
0.652656311186529,83.66,0.8366
0.65269890999282,83.62,0.8362
0.652741514360313,83.5,0.835
0.652784124290097,83.32,0.8332
0.652826739783262,83.12,0.8312
0.652869360840896,82.94,0.8294
0.65291198746409,82.82,0.8282
0.652954619653934,82.76,0.8276
0.652997257411519,82.75,0.8275
0.653039900737935,82.75,0.8275
0.653082549634274,82.75,0.8275
0.653125204101626,82.73,0.8273
0.653167864141084,82.71,0.8271
0.65321052975374,82.72,0.8272
0.653253200940685,82.8,0.828
0.653295877703012,82.95,0.8295
0.653338560041814,83.15,0.8315
0.653381247958184,83.37,0.8337
0.653423941453215,83.55,0.8355
0.653466640528001,83.65,0.8365
0.653509345183636,83.65,0.8365
0.653552055421214,83.57,0.8357
0.65359477124183,83.47,0.8347
0.653637492646578,83.41,0.8341
0.653680219636554,83.44,0.8344
0.653722952212852,83.56,0.8356
0.653765690376569,83.73,0.8373
0.6538084341288,83.89,0.8389
0.653851183470642,83.96,0.8396
0.653893938403191,83.91,0.8391
0.653936698927544,83.76,0.8376
0.653979465044798,83.57,0.8357
0.65402223675605,83.43,0.8343
0.654065014062398,83.43,0.8343
0.65410779696494,83.63,0.8363
0.654150585464774,84,0.84
0.654193379562999,84.44,0.8444
0.654236179260713,84.86,0.8486
0.654278984559016,85.14,0.8514
0.654321795459007,85.22,0.8522
0.654364611961785,85.11,0.8511
0.654407434068451,84.89,0.8489
0.654450261780105,84.68,0.8468
0.654493095097847,84.58,0.8458
0.654535934022778,84.66,0.8466
0.654578778555999,84.9,0.849
0.654621628698612,85.24,0.8524
0.654664484451719,85.55,0.8555
0.65470734581642,85.72,0.8572
0.654750212793819,85.68,0.8568
0.654793085385018,85.45,0.8545
0.65483596359112,85.09,0.8509
0.654878847413229,84.7,0.847
0.654921736852446,84.4,0.844
0.654964631909877,84.25,0.8425
0.655007532586625,84.26,0.8426
0.655050438883794,84.38,0.8438
0.655093350802489,84.52,0.8452
0.655136268343816,84.64,0.8464
0.655179191508878,84.68,0.8468
0.655222120298781,84.64,0.8464
0.655265054714632,84.56,0.8456
0.655307994757536,84.48,0.8448
0.6553509404286,84.45,0.8445
0.655393891728929,84.46,0.8446
0.655436848659632,84.52,0.8452
0.655479811221814,84.59,0.8459
0.655522779416585,84.65,0.8465
0.655565753245051,84.69,0.8469
0.65560873270832,84.72,0.8472
0.655651717807501,84.78,0.8478
0.655694708543702,84.87,0.8487
0.655737704918033,85.03,0.8503
0.655780706931602,85.24,0.8524
0.655823714585519,85.47,0.8547
0.655866727880895,85.68,0.8568
0.655909746818838,85.83,0.8583
0.655952771400459,85.89,0.8589
0.65599580162687,85.88,0.8588
0.65603883749918,85.81,0.8581
0.656081879018501,85.73,0.8573
0.656124926185946,85.69,0.8569
0.656167979002625,85.72,0.8572
0.65621103746965,85.81,0.8581
0.656254101588135,85.93,0.8593
0.656297171359191,86.03,0.8603
0.656340246783933,86.05,0.8605
0.656383327863472,85.96,0.8596
0.656426414598923,85.74,0.8574
0.6564695069914,85.43,0.8543
0.656512605042017,85.09,0.8509
0.656555708751888,84.81,0.8481
0.656598818122127,84.64,0.8464
0.656641933153851,84.61,0.8461
0.656685053848174,84.72,0.8472
0.656728180206213,84.91,0.8491
0.656771312229082,85.12,0.8512
0.656814449917898,85.28,0.8528
0.656857593273778,85.34,0.8534
0.656900742297839,85.32,0.8532
0.656943896991197,85.24,0.8524
0.65698705735497,85.18,0.8518
0.657030223390276,85.19,0.8519
0.657073395098232,85.3,0.853
0.657116572479958,85.5,0.855
0.657159755536571,85.75,0.8575
0.65720294426919,85.99,0.8599
0.657246138678935,86.14,0.8614
0.657289338766925,86.18,0.8618
0.65733254453428,86.11,0.8611
0.657375755982119,85.96,0.8596
0.657418973111564,85.8,0.858
0.657462195923734,85.66,0.8566
0.657505424419751,85.58,0.8558
0.657548658600736,85.56,0.8556
0.657591898467811,85.58,0.8558
0.657635144022097,85.64,0.8564
0.657678395264716,85.7,0.857
0.65772165219679,85.77,0.8577
0.657764914819444,85.84,0.8584
0.657808183133798,85.92,0.8592
0.657851457140978,86,0.86
0.657894736842105,86.08,0.8608
0.657938022238305,86.14,0.8614
0.657981313330701,86.16,0.8616
0.658024610120418,86.15,0.8615
0.658067912608581,86.11,0.8611
0.658111220796315,86.07,0.8607
0.658154534684744,86.05,0.8605
0.658197854274995,86.09,0.8609
0.658241179568194,86.18,0.8618
0.658284510565466,86.31,0.8631
0.658327847267939,86.44,0.8644
0.65837118967674,86.55,0.8655
0.658414537792994,86.61,0.8661
0.658457891617831,86.61,0.8661
0.658501251152377,86.56,0.8656
0.658544616397761,86.48,0.8648
0.658587987355111,86.38,0.8638
0.658631364025555,86.31,0.8631
0.658674746410223,86.27,0.8627
0.658718134510243,86.26,0.8626
0.658761528326746,86.3,0.863
0.65880492786086,86.37,0.8637
0.658848333113717,86.46,0.8646
0.658891744086447,86.55,0.8655
0.658935160780179,86.62,0.8662
0.658978583196046,86.67,0.8667
0.659022011335179,86.67,0.8667
0.659065445198708,86.63,0.8663
0.659108884787767,86.56,0.8656
0.659152330103487,86.48,0.8648
0.659195781147001,86.43,0.8643
0.659239237919441,86.41,0.8641
0.659282700421941,86.45,0.8645
0.659326168655634,86.53,0.8653
0.659369642621654,86.62,0.8662
0.659413122321134,86.71,0.8671
0.65945660775521,86.76,0.8676
0.659500098925015,86.76,0.8676
0.659543595831684,86.74,0.8674
0.659587098476354,86.71,0.8671
0.659630606860158,86.7,0.867
0.659674120984234,86.73,0.8673
0.659717640849716,86.79,0.8679
0.659761166457742,86.86,0.8686
0.659804697809448,86.91,0.8691
0.659848234905972,86.93,0.8693
0.659891777748449,86.89,0.8689
0.659935326338019,86.83,0.8683
0.659978880675818,86.76,0.8676
0.660022440762986,86.73,0.8673
0.66006600660066,86.75,0.8675
0.660109578189979,86.82,0.8682
0.660153155532083,86.92,0.8692
0.660196738628111,87.02,0.8702
0.660240327479202,87.09,0.8709
0.660283922086497,87.12,0.8712
0.660327522451136,87.08,0.8708
0.660371128574259,87,0.87
0.660414740457007,86.91,0.8691
0.660458358100522,86.82,0.8682
0.660501981505945,86.76,0.8676
0.660545610674417,86.74,0.8674
0.660589245607082,86.75,0.8675
0.66063288630508,86.8,0.868
0.660676532769556,86.88,0.8688
0.660720185001652,87,0.87
0.660763843002511,87.14,0.8714
0.660807506773277,87.29,0.8729
0.660851176315094,87.44,0.8744
0.660894851629106,87.55,0.8755
0.660938532716457,87.59,0.8759
0.660982219578293,87.56,0.8756
0.661025912215759,87.44,0.8744
0.661069610629999,87.27,0.8727
0.66111331482216,87.1,0.871
0.661157024793388,86.96,0.8696
0.661200740544829,86.91,0.8691
0.66124446207763,86.96,0.8696
0.661288189392937,87.11,0.8711
0.661331922491899,87.31,0.8731
0.661375661375661,87.52,0.8752
0.661419406045373,87.67,0.8767
0.661463156502183,87.72,0.8772
0.661506912747238,87.67,0.8767
0.661550674781688,87.56,0.8756
0.661594442606682,87.43,0.8743
0.661638216223369,87.36,0.8736
0.661681995632899,87.4,0.874
0.661725780836421,87.58,0.8758
0.661769571835087,87.86,0.8786
0.661813368630046,88.19,0.8819
0.66185717122245,88.48,0.8848
0.66190097961345,88.65,0.8865
0.661944793804197,88.65,0.8865
0.661988613795843,88.5,0.885
0.66203243958954,88.25,0.8825
0.662076271186441,87.98,0.8798
0.662120108587698,87.75,0.8775
0.662163951794464,87.64,0.8764
0.662207800807894,87.64,0.8764
0.662251655629139,87.74,0.8774
0.662295516259355,87.87,0.8787
0.662339382699695,87.97,0.8797
0.662383254951315,88.01,0.8801
0.662427133015368,87.97,0.8797
0.662471016893011,87.88,0.8788
0.662514906585398,87.79,0.8779
0.662558802093686,87.74,0.8774
0.66260270341903,87.76,0.8776
0.662646610562587,87.88,0.8788
0.662690523525514,88.06,0.8806
0.662734442308967,88.28,0.8828
0.662778366914104,88.47,0.8847
0.662822297342083,88.62,0.8862
0.662866233594061,88.7,0.887
0.662910175671197,88.71,0.8871
0.662954123574649,88.69,0.8869
0.662998077305576,88.65,0.8865
0.663042036865137,88.63,0.8863
0.663086002254492,88.63,0.8863
0.663129973474801,88.66,0.8866
0.663173950527223,88.71,0.8871
0.663217933412919,88.76,0.8876
0.66326192213305,88.79,0.8879
0.663305916688777,88.77,0.8877
0.66334991708126,88.7,0.887
0.663393923311662,88.55,0.8855
0.663437935381145,88.36,0.8836
0.66348195329087,88.13,0.8813
0.663525977042001,87.92,0.8792
0.6635700066357,87.74,0.8774
0.66361404207313,87.63,0.8763
0.663658083355455,87.6,0.876
0.663702130483839,87.63,0.8763
0.663746183459445,87.71,0.8771
0.663790242283438,87.79,0.8779
0.663834306956984,87.86,0.8786
0.663878377481245,87.89,0.8789
0.663922453857389,87.9,0.879
0.663966536086581,87.91,0.8791
0.664010624169987,87.97,0.8797
0.664054718108772,88.09,0.8809
0.664098817904104,88.3,0.883
0.66414292355715,88.56,0.8856
0.664187035069075,88.84,0.8884
0.664231152441049,89.07,0.8907
0.664275275674239,89.21,0.8921
0.664319404769813,89.23,0.8923
0.66436353972894,89.14,0.8914
0.664407680552787,89,0.89
0.664451827242525,88.85,0.8885
0.664495979799322,88.77,0.8877
0.664540138224349,88.77,0.8877
0.664584302518775,88.84,0.8884
0.66462847268377,88.94,0.8894
0.664672648720505,89.02,0.8902
0.664716830630151,89.02,0.8902
0.66476101841388,88.93,0.8893
0.664805212072863,88.77,0.8877
0.664849411608271,88.58,0.8858
0.664893617021277,88.45,0.8845
0.664937828313053,88.41,0.8841
0.664982045484772,88.5,0.885
0.665026268537607,88.69,0.8869
0.665070497472732,88.94,0.8894
0.66511473229132,89.18,0.8918
0.665158972994546,89.35,0.8935
0.665203219583583,89.41,0.8941
0.665247472059606,89.35,0.8935
0.665291730423791,89.2,0.892
0.665335994677312,89,0.89
0.665380264821345,88.8,0.888
0.665424540857067,88.66,0.8866
0.665468822785652,88.62,0.8862
0.665513110608279,88.69,0.8869
0.665557404326123,88.86,0.8886
0.665601703940362,89.08,0.8908
0.665646009452173,89.32,0.8932
0.665690320862735,89.51,0.8951
0.665734638173224,89.62,0.8962
0.66577896138482,89.62,0.8962
0.665823290498702,89.53,0.8953
0.665867625516047,89.39,0.8939
0.665911966438037,89.27,0.8927
0.66595631326585,89.22,0.8922
0.666000666000666,89.27,0.8927
0.666045024643666,89.45,0.8945
0.66608938919603,89.71,0.8971
0.666133759658939,89.98,0.8998
0.666178136033575,90.2,0.902
0.666222518321119,90.3,0.903
0.666266906522753,90.27,0.9027
0.666311300639659,90.1,0.901
0.666355700673019,89.84,0.8984
0.666400106624017,89.56,0.8956
0.666444518493835,89.35,0.8935
0.666488936283658,89.23,0.8923
0.666533359994668,89.25,0.8925
0.66657778962805,89.38,0.8938
0.666622225184988,89.59,0.8959
0.666666666666667,89.83,0.8983
0.666711114074272,90.04,0.9004
0.666755567408988,90.18,0.9018
0.666800026672001,90.21,0.9021
0.666844491864497,90.14,0.9014
0.666888962987663,89.99,0.8999
0.666933440042684,89.8,0.898
0.666977923030748,89.63,0.8963
0.667022411953042,89.52,0.8952
0.667066906810753,89.5,0.895
0.66711140760507,89.56,0.8956
0.667155914337181,89.66,0.8966
0.667200427008273,89.73,0.8973
0.667244945619537,89.73,0.8973
0.667289470172161,89.59,0.8959
0.667334000667334,89.34,0.8934
0.667378537106247,88.99,0.8899
0.667423079490089,88.65,0.8865
0.667467627820051,88.4,0.884
0.667512182097323,88.3,0.883
0.667556742323098,88.4,0.884
0.667601308498565,88.65,0.8865
0.667645880624917,89,0.89
0.667690458703345,89.36,0.8936
0.667735042735043,89.65,0.8965
0.667779632721202,89.81,0.8981
0.667824228663016,89.85,0.8985
0.667868830561678,89.81,0.8981
0.667913438418381,89.76,0.8976
0.66795805223432,89.76,0.8976
0.668002672010688,89.81,0.8981
0.668047297748681,89.94,0.8994
0.668091929449492,90.09,0.9009
0.668136567114318,90.21,0.9021
0.668181210744354,90.27,0.9027
0.668225860340795,90.25,0.9025
0.668270515904838,90.14,0.9014
0.66831517743768,89.98,0.8998
0.668359844940516,89.79,0.8979
0.668404518414545,89.6,0.896
0.668449197860963,89.45,0.8945
0.668493883280968,89.33,0.8933
0.668538574675759,89.25,0.8925
0.668583272046533,89.21,0.8921
0.66862797539449,89.19,0.8919
0.668672684720829,89.19,0.8919
0.668717400026749,89.21,0.8921
0.668762121313449,89.26,0.8926
0.668806848582129,89.31,0.8931
0.668851581833991,89.38,0.8938
0.668896321070234,89.45,0.8945
0.66894106629206,89.51,0.8951
0.668985817500669,89.57,0.8957
0.669030574697264,89.61,0.8961
0.669075337883046,89.62,0.8962
0.669120107059217,89.63,0.8963
0.669164882226981,89.62,0.8962
0.669209663387539,89.64,0.8964
0.669254450542096,89.69,0.8969
0.669299243691855,89.77,0.8977
0.669344042838019,89.89,0.8989
0.669388847981793,90.03,0.9003
0.669433659124381,90.14,0.9014
0.669478476266988,90.19,0.9019
0.669523299410819,90.16,0.9016
0.669568128557081,90.07,0.9007
0.669612963706977,89.93,0.8993
0.669657804861716,89.8,0.898
0.669702652022502,89.72,0.8972
0.669747505190543,89.71,0.8971
0.669792364367046,89.78,0.8978
0.669837229553219,89.89,0.8989
0.669882100750268,90.01,0.9001
0.669926977959402,90.1,0.901
0.66997186118183,90.15,0.9015
0.670016750418761,90.18,0.9018
0.670061645671402,90.21,0.9021
0.670106546940964,90.29,0.9029
0.670151454228656,90.43,0.9043
0.670196367535688,90.6,0.906
0.670241286863271,90.78,0.9078
0.670286212212615,90.9,0.909
0.670331143584931,90.96,0.9096
0.670376080981431,90.93,0.9093
0.670421024403325,90.84,0.9084
0.670465973851827,90.73,0.9073
0.670510929328148,90.65,0.9065
0.670555890833501,90.62,0.9062
0.670600858369099,90.63,0.9063
0.670645831936155,90.64,0.9064
0.670690811535882,90.63,0.9063
0.670735797169495,90.55,0.9055
0.670780788838208,90.41,0.9041
0.670825786543235,90.23,0.9023
0.670870790285791,90.08,0.9008
0.670915800067092,90,0.9
0.670960815888352,90.03,0.9003
0.671005837750788,90.16,0.9016
0.671050865655617,90.34,0.9034
0.671095899604053,90.54,0.9054
0.671140939597315,90.69,0.9069
0.67118598563662,90.76,0.9076
0.671231037723184,90.75,0.9075
0.671276095858226,90.7,0.907
0.671321160042965,90.64,0.9064
0.671366230278617,90.61,0.9061
0.671411306566403,90.63,0.9063
0.67145638890754,90.69,0.9069
0.67150147730325,90.78,0.9078
0.671546571754751,90.87,0.9087
0.671591672263264,90.94,0.9094
0.671636778830009,90.99,0.9099
0.671681891456206,91.02,0.9102
0.671727010143078,91.04,0.9104
0.671772134891845,91.07,0.9107
0.671817265703729,91.11,0.9111
0.671862402579952,91.15,0.9115
0.671907545521736,91.2,0.912
0.671952694530305,91.24,0.9124
0.671997849606881,91.28,0.9128
0.672043010752688,91.31,0.9131
0.672088177968949,91.35,0.9135
0.672133351256889,91.38,0.9138
0.672178530617732,91.41,0.9141
0.672223716052702,91.43,0.9143
0.672268907563025,91.42,0.9142
0.672314105149926,91.39,0.9139
0.672359308814631,91.35,0.9135
0.672404518558365,91.29,0.9129
0.672449734382355,91.24,0.9124
0.672494956287828,91.2,0.912
0.67254018427601,91.18,0.9118
0.67258541834813,91.16,0.9116
0.672630658505415,91.13,0.9113
0.672675904749092,91.1,0.911
0.67272115708039,91.05,0.9105
0.672766415500538,91.01,0.9101
0.672811680010765,90.98,0.9098
0.6728569506123,90.99,0.9099
0.672902227306372,91.03,0.9103
0.672947510094213,91.09,0.9109
0.672992798977051,91.16,0.9116
0.673038093956118,91.2,0.912
0.673083395032645,91.18,0.9118
0.673128702207862,91.09,0.9109
0.673174015483002,90.95,0.9095
0.673219334859297,90.8,0.908
0.673264660337979,90.68,0.9068
0.67330999192028,90.62,0.9062
0.673355329607434,90.64,0.9064
0.673400673400673,90.73,0.9073
0.673446023301232,90.87,0.9087
0.673491379310345,91,0.91
0.673536741429245,91.09,0.9109
0.673582109659167,91.11,0.9111
0.673627484001347,91.08,0.9108
0.67367286445702,91.02,0.9102
0.67371825102742,90.95,0.9095
0.673763643713785,90.92,0.9092
0.673809042517351,90.92,0.9092
0.673854447439353,90.95,0.9095
0.67389985848103,90.98,0.9098
0.673945275643618,91,0.91
0.673990698928355,91.03,0.9103
0.674036128336479,91.07,0.9107
0.674081563869228,91.14,0.9114
0.674127005527841,91.27,0.9127
0.674172453313558,91.43,0.9143
0.674217907227616,91.6,0.916
0.674263367271256,91.72,0.9172
0.674308833445718,91.75,0.9175
0.674354305752242,91.66,0.9166
0.674399784192069,91.47,0.9147
0.67444526876644,91.23,0.9123
0.674490759476595,91.01,0.9101
0.674536256323777,90.88,0.9088
0.674581759309228,90.86,0.9086
0.67462726843419,90.94,0.9094
0.674672783699906,91.08,0.9108
0.674718305107618,91.2,0.912
0.67476383265857,91.25,0.9125
0.674809366354005,91.21,0.9121
0.674854906195168,91.09,0.9109
0.674900452183303,90.95,0.9095
0.674946004319654,90.86,0.9086
0.674991562605467,90.86,0.9086
0.675037127041987,90.97,0.9097
0.67508269763046,91.15,0.9115
0.675128274372131,91.36,0.9136
0.675173857268246,91.53,0.9153
0.675219446320054,91.63,0.9163
0.6752650415288,91.63,0.9163
0.675310642895732,91.57,0.9157
0.675356250422098,91.47,0.9147
0.675401864109145,91.39,0.9139
0.675447483958122,91.33,0.9133
0.675493109970278,91.31,0.9131
0.675538742146862,91.32,0.9132
0.675584380489123,91.32,0.9132
0.675630024998311,91.29,0.9129
0.675675675675676,91.23,0.9123
0.675721332522468,91.14,0.9114
