Lambda[um],T_percent,T
1.5864202427223,0.57,0.0057
1.58654608916389,0.58,0.0058
1.58667195557319,0.6,0.006
1.58679784195494,0.62,0.0062
1.58692374831389,0.62,0.0062
1.58704967465482,0.59,0.0059
1.58717562098246,0.51,0.0051
1.58730158730159,0.39,0.0039
1.58742757361695,0.25,0.0025
1.58755357993332,0.12,0.0012
1.58767960625546,0.04,0.0004
1.58780565258812,0.03,0.0003
1.58793171893609,0.07,0.0007
1.58805780530411,0.12,0.0012
1.58818391169697,0.12,0.0012
1.58831003811944,0.03,0.0003
1.58843618457628,-0.15,-0.0015
1.58856235107228,-0.36,-0.0036
1.5886885376122,-0.53,-0.0053
1.58881474420083,-0.6,-0.006
1.58894097084293,-0.55,-0.0055
1.5890672175433,-0.39,-0.0039
1.58919348430671,-0.19,-0.0019
1.58931977113795,-0.01,-0.0001
1.5894460780418,0.12,0.0012
1.58957240502305,0.17,0.0017
1.58969875208648,0.18,0.0018
1.58982511923688,0.17,0.0017
1.58995150647905,0.17,0.0017
1.59007791381778,0.22,0.0022
1.59020434125785,0.33,0.0033
1.59033078880407,0.48,0.0048
1.59045725646123,0.65,0.0065
1.59058374423413,0.79,0.0079
1.59071025212757,0.87,0.0087
1.59083678014636,0.85,0.0085
1.59096332829528,0.73,0.0073
1.59108989657916,0.54,0.0054
1.59121648500278,0.34,0.0034
1.59134309357097,0.22,0.0022
1.59146972228853,0.2,0.002
1.59159637116027,0.28,0.0028
1.59172304019101,0.42,0.0042
1.59184972938555,0.52,0.0052
1.59197643874871,0.53,0.0053
1.5921031682853,0.43,0.0043
1.59222991800016,0.26,0.0026
1.59235668789809,0.08,0.0008
1.59248347798392,-0.03,-0.0003
1.59261028826246,-0.04,-0.0004
1.59273711873855,0.04,0.0004
1.59286396941701,0.18,0.0018
1.59299084030267,0.33,0.0033
1.59311773140035,0.43,0.0043
1.59324464271489,0.47,0.0047
1.59337157425112,0.45,0.0045
1.59349852601386,0.39,0.0039
1.59362549800797,0.32,0.0032
1.59375249023827,0.28,0.0028
1.5938795027096,0.27,0.0027
1.5940065354268,0.3,0.003
1.59413358839471,0.36,0.0036
1.59426066161817,0.42,0.0042
1.59438775510204,0.45,0.0045
1.59451486885115,0.41,0.0041
1.59464200287036,0.3,0.003
1.5947691571645,0.14,0.0014
1.59489633173844,-0.02,-0.0002
1.59502352659702,-0.13,-0.0013
1.5951507417451,-0.16,-0.0016
1.59527797718753,-0.11,-0.0011
1.59540523292916,-0.01,-0.0001
1.59553250897487,0.07,0.0007
1.5956598053295,0.11,0.0011
1.59578712199793,0.07,0.0007
1.595914458985,-0.01,-0.0001
1.59604181629559,-0.1,-0.001
1.59616919393456,-0.16,-0.0016
1.59629659190678,-0.16,-0.0016
1.59642401021711,-0.11,-0.0011
