Lambda[um],T_percent,T
1.65207335205683,0.03,0.0003
1.65234633179114,0.04,0.0004
1.65261940175178,0.06,0.0006
1.65289256198347,0.08,0.0008
1.653165812531,0.11,0.0011
1.65343915343915,0.12,0.0012
1.65371258475277,0.13,0.0013
1.65398610651671,0.12,0.0012
1.65425971877585,0.09,0.0009
1.65453342157512,0.07,0.0007
1.65480721495946,0.07,0.0007
1.65508109897385,0.07,0.0007
1.6553550736633,0.07,0.0007
1.65562913907285,0.08,0.0008
1.65590329524756,0.11,0.0011
1.65617754223253,0.12,0.0012
1.65645188007288,0.11,0.0011
1.65672630881378,0.09,0.0009
1.65700082850041,0.06,0.0006
1.65727543917799,0.05,0.0005
1.65755014089176,0.05,0.0005
1.657824933687,0.05,0.0005
1.65809981760902,0.04,0.0004
1.65837479270315,0.03,0.0003
1.65864985901476,0.04,0.0004
1.65892501658925,0.04,0.0004
1.65920026547204,0.03,0.0003
1.6594756057086,0.01,0.0001
1.6597510373444,0.01,0.0001
1.66002656042497,0,0
1.66030217499585,0.01,0.0001
1.66057788110262,0.03,0.0003
1.6608536787909,0.05,0.0005
1.66112956810631,0.06,0.0006
1.66140554909453,0.06,0.0006
1.66168162180126,0.05,0.0005
1.66195778627223,0.06,0.0006
1.66223404255319,0.07,0.0007
1.66251039068994,0.06,0.0006
1.6627868307283,0.04,0.0004
1.66306336271412,0.04,0.0004
1.66333998669328,0.08,0.0008
1.6636167027117,0.1,0.001
1.66389351081531,0.08,0.0008
1.66417041105009,0.06,0.0006
1.66444740346205,0.06,0.0006
1.66472448809722,0.06,0.0006
1.66500166500167,0.03,0.0003
1.66527893422148,0.01,0.0001
1.6655562958028,0.01,0.0001
1.66583374979177,0.02,0.0002
1.66611129623459,0.03,0.0003
1.66638893517747,0.05,0.0005
1.66666666666667,0.06,0.0006
1.66694449074846,0.06,0.0006
1.66722240746916,0.06,0.0006
1.6675004168751,0.07,0.0007
1.66777851901268,0.08,0.0008
1.66805671392827,0.09,0.0009
1.66833500166834,0.1,0.001
1.66861338227933,0.1,0.001
1.66889185580774,0.1,0.001
1.66917042230012,0.1,0.001
1.66944908180301,0.09,0.0009
1.669727834363,0.09,0.0009
1.67000668002672,0.07,0.0007
1.67028561884082,0.04,0.0004
1.67056465085199,0.03,0.0003
1.67084377610693,0.05,0.0005
1.67112299465241,0.06,0.0006
1.67140230653518,0.04,0.0004
1.67168171180207,0.02,0.0002
1.67196121049992,0.03,0.0003
1.67224080267559,0.05,0.0005
1.67252048837598,0.05,0.0005
1.67280026764804,0.05,0.0005
1.67308014053873,0.06,0.0006
1.67336010709505,0.07,0.0007
1.67364016736402,0.07,0.0007
1.6739203213927,0.08,0.0008
1.67420056922819,0.09,0.0009
1.67448091091762,0.09,0.0009
1.67476134650812,0.08,0.0008
1.6750418760469,0.08,0.0008
1.67532249958117,0.09,0.0009
1.67560321715818,0.08,0.0008
1.67588402882521,0.07,0.0007
1.67616493462957,0.05,0.0005
1.67644593461861,0.04,0.0004
1.6767270288397,0.04,0.0004
1.67700821734027,0.05,0.0005
1.67728950016773,0.07,0.0007
1.67757087736957,0.06,0.0006
1.67785234899329,0.05,0.0005
1.67813391508642,0.05,0.0005
1.67841557569654,0.06,0.0006
1.67869733087124,0.05,0.0005
1.67897918065816,0.03,0.0003
1.67926112510495,0.03,0.0003
1.67954316425932,0.06,0.0006
1.67982529816899,0.06,0.0006
1.68010752688172,0.04,0.0004
1.6803898504453,0.03,0.0003
1.68067226890756,0.04,0.0004
1.68095478231636,0.04,0.0004
1.68123739071957,0.04,0.0004
1.68152009416513,0.06,0.0006
1.68180289270098,0.08,0.0008
1.68208578637511,0.09,0.0009
1.68236877523553,0.09,0.0009
1.6826518593303,0.09,0.0009
1.68293503870751,0.07,0.0007
1.68321831341525,0.06,0.0006
1.68350168350168,0.05,0.0005
1.68378514901499,0.05,0.0005
1.68406871000337,0.06,0.0006
1.68435236651508,0.06,0.0006
1.68463611859838,0.06,0.0006
1.6849199663016,0.05,0.0005
1.68520390967307,0.05,0.0005
1.68548794876117,0.06,0.0006
1.6857720836143,0.06,0.0006
1.6860563142809,0.07,0.0007
1.68634064080944,0.08,0.0008
1.68662506324844,0.09,0.0009
1.68690958164642,0.1,0.001
1.68719419605197,0.1,0.001
1.68747890651367,0.08,0.0008
1.68776371308017,0.06,0.0006
1.68804861580014,0.04,0.0004
1.68833361472227,0.04,0.0004
1.68861870989531,0.05,0.0005
1.68890390136801,0.04,0.0004
1.68918918918919,0.03,0.0003
1.68947457340767,0.05,0.0005
1.68976005407232,0.06,0.0006
1.69004563123204,0.05,0.0005
1.69033130493577,0.04,0.0004
1.69061707523246,0.04,0.0004
1.69090294217112,0.05,0.0005
1.69118890580078,0.05,0.0005
1.6914749661705,0.05,0.0005
1.69176112332939,0.05,0.0005
1.69204737732657,0.06,0.0006
1.6923337282112,0.06,0.0006
1.6926201760325,0.06,0.0006
1.69290672083968,0.04,0.0004
1.69319336268202,0.03,0.0003
1.69348010160881,0.03,0.0003
1.69376693766938,0.03,0.0003
1.6940538709131,0.02,0.0002
1.69434090138936,0.02,0.0002
1.6946280291476,0.03,0.0003
1.69491525423729,0.04,0.0004
1.69520257670792,0.05,0.0005
1.69548999660902,0.06,0.0006
1.69577751399016,0.07,0.0007
1.69606512890095,0.07,0.0007
1.69635284139101,0.06,0.0006
1.69664065151001,0.04,0.0004
1.69692855930765,0.04,0.0004
1.69721656483367,0.05,0.0005
1.69750466813784,0.04,0.0004
1.69779286926995,0.03,0.0003
1.69808116827984,0.03,0.0003
1.69836956521739,0.04,0.0004
1.6986580601325,0.05,0.0005
1.69894665307509,0.05,0.0005
1.69923534409516,0.04,0.0004
1.69952413324269,0.04,0.0004
1.69981302056774,0.05,0.0005
1.70010200612037,0.06,0.0006
1.70039108995069,0.07,0.0007
1.70068027210884,0.07,0.0007
1.70096955264501,0.07,0.0007
1.70125893160939,0.07,0.0007
1.70154840905224,0.07,0.0007
1.70183798502383,0.06,0.0006
1.70212765957447,0.04,0.0004
1.70241743275451,0.03,0.0003
1.70270730461434,0.02,0.0002
1.70299727520436,0.02,0.0002
1.70328734457503,0.02,0.0002
1.70357751277683,0.01,0.0001
1.70386777986028,0.01,0.0001
1.70415814587594,0.02,0.0002
1.70444861087438,0.04,0.0004
1.70473917490624,0.05,0.0005
1.70502983802217,0.06,0.0006
1.70532060027285,0.07,0.0007
1.70561146170902,0.08,0.0008
1.70590242238144,0.06,0.0006
1.7061934823409,0.04,0.0004
1.70648464163823,0.04,0.0004
1.70677590032429,0.05,0.0005
1.70706725844998,0.03,0.0003
1.70735871606625,0.02,0.0002
1.70765027322404,0.03,0.0003
1.70794192997438,0.04,0.0004
1.7082336863683,0.05,0.0005
1.70852554245686,0.06,0.0006
1.70881749829118,0.07,0.0007
1.70910955392241,0.07,0.0007
1.70940170940171,0.06,0.0006
1.7096939647803,0.06,0.0006
1.70998632010944,0.07,0.0007
1.7102787754404,0.07,0.0007
1.7105713308245,0.06,0.0006
1.71086398631309,0.06,0.0006
1.71115674195756,0.07,0.0007
1.71144959780934,0.07,0.0007
