Lambda[um],T
17.650000000000006,0.0016
17.700000000000006,0.003
17.750000000000007,0.0023
17.800000000000008,0.0007
17.85000000000001,0.0016
17.900000000000006,0.0012
17.950000000000006,0.0009
18.000000000000007,0.0014
18.050000000000008,0.001
18.10000000000001,0.0013
18.150000000000006,0.0005
18.200000000000006,0.0006
18.250000000000007,0.0017
18.300000000000008,0.0019
18.35000000000001,0.0016
18.40000000000001,0.0029
18.450000000000006,0.0043
18.500000000000007,0.0033
18.550000000000008,0.0025
18.60000000000001,0.0017
18.65000000000001,0.0011
18.700000000000006,0.0013
18.750000000000007,0.002
18.800000000000008,0.0006
18.85000000000001,0.0013
18.90000000000001,0.0019
18.950000000000006,0.0018
19.000000000000007,0.0019
19.050000000000008,0.0027
19.10000000000001,0.0025
19.15000000000001,0.0027
19.200000000000006,0.0018
19.250000000000007,0.0014
19.300000000000008,0.0014
19.35000000000001,0.0002
19.40000000000001,0.0009
19.450000000000006,0.0008
19.500000000000007,0.0004
19.550000000000008,0.0007
19.60000000000001,0.0031
19.65000000000001,0.002
19.700000000000006,0.0014
19.750000000000007,0.0018
19.800000000000008,0.0012
19.85000000000001,0.0011
19.90000000000001,0.0011
19.950000000000006,0.0003
