Lambda[um],T
17.650000000000006,0.0015
17.700000000000006,0.0011
17.750000000000007,0.0006
17.800000000000008,0.0006
17.85000000000001,0.0007
17.900000000000006,0.0003
17.950000000000006,0.0007
18.000000000000007,0.0013
18.050000000000008,0.0023
18.10000000000001,0.001
18.150000000000006,0.0007
18.200000000000006,0.0011
18.250000000000007,0.0013
18.300000000000008,0.0016
18.35000000000001,0.0012
18.40000000000001,0.0002
18.450000000000006,0.0009
18.500000000000007,0.0012
18.550000000000008,0.001
18.60000000000001,0.0006
18.65000000000001,0.0004
18.700000000000006,0.0011
18.750000000000007,0.0016
18.800000000000008,0.0024
18.85000000000001,0.0026
18.90000000000001,0.0018
18.950000000000006,0.0019
19.000000000000007,0.0014
19.050000000000008,0.001
19.10000000000001,0.0007
19.15000000000001,0.0015
19.200000000000006,0.0001
19.250000000000007,0.0007
19.300000000000008,0.0009
19.35000000000001,0.002
19.40000000000001,0.0014
19.450000000000006,0.0006
19.500000000000007,0.0001
19.550000000000008,0.0002
19.60000000000001,0.0007
19.65000000000001,0.0002
19.700000000000006,0.0008
19.750000000000007,0.0011
19.800000000000008,0.0008
19.85000000000001,0.0007
19.90000000000001,0.0013
19.950000000000006,0.0013
